-12449573.6303499,5802808.877829,-12397564.8383501,5854847.153271
0,-12416687.3203,5806976.8884
1,-12416580.6797,5807020.8722
2,-12416264.3359,5807248.423
3,-12416135.5,5807428.3766
4,-12416080.1875,5807571.6667
5,-12416083.3125,5808064.2265
6,-12416042.6719,5808251.6407
7,-12415902.6797,5808505.1397
8,-12415851.0781,5808644.7542
9,-12415832.5,5808806.4852
10,-12415876.3828,5809016.0939
11,-12415938.7266,5809141.1458
12,-12416045.1484,5809310.384
13,-12416236.1406,5809464.9974
14,-12416680.8203,5809638.2852
15,-12416842.5234,5809693.5765
16,-12416956.4453,5809745.1766
17,-12417232.0156,5809910.895
18,-12417375.2734,5810047.0831
19,-12417646.9297,5810477.4994
20,-12417786.4922,5810654.136
21,-12417900.375,5810757.196
22,-12418095.1797,5810852.967
23,-12418282.6641,5810908.2896
24,-12418326.7266,5810985.5418
25,-12418374.5234,5810981.9128
26,-12418484.875,5810915.8123
27,-12418528.9766,5810937.9133
28,-12418646.4766,5811151.2759
29,-12418734.625,5811283.7261
30,-12418797.1016,5811324.2369
31,-12418848.5703,5811324.268
32,-12418900.0703,5811291.2333
33,-12418925.8125,5811291.2333
34,-12418977.2344,5811379.5439
35,-12419072.7187,5811534.0484
36,-12419124.1328,5811622.3434
37,-12419113.0469,5811688.5218
38,-12419072.5937,5811695.8421
39,-12419057.875,5811710.5449
40,-12419068.8516,5811784.1215
41,-12419245.0547,5812174.0587
42,-12419289.1484,5812232.9169
43,-12419340.6641,5812188.8394
44,-12419381.1406,5812159.4493
45,-12419410.5391,5812185.2105
46,-12419410.5156,5812214.6317
47,-12419377.3828,5812277.1345
48,-12419358.9531,5812317.5518
49,-12419381.0078,5812339.6372
50,-12419410.4297,5812335.9771
51,-12419491.3359,5812336.0549
52,-12419494.9844,5812376.5034
53,-12419410.375,5812420.5808
54,-12419413.9922,5812490.4661
55,-12419450.75,5812530.9457
56,-12419601.4922,5812564.1518
57,-12419689.5859,5812810.6272
58,-12419777.7734,5812924.6679
59,-12419803.4766,5812994.5844
60,-12419788.7344,5813035.0328
61,-12419740.8828,5813086.5084
62,-12419729.8281,5813119.5743
63,-12419770.1172,5813366.0499
64,-12419814.1875,5813461.6808
65,-12419839.9375,5813472.7392
66,-12419887.7031,5813509.5586
67,-12419920.7344,5813634.6577
68,-12419961.1719,5813653.0674
69,-12419967.6719,5813648.208
70,-12419990.6172,5813631.0131
71,-12420020.0156,5813660.4656
72,-12420042.0469,5813723.0151
73,-12420041.9922,5813814.9704
74,-12419953.5156,5814105.4768
75,-12419964.5078,5814168.0263
76,-12419990.2656,5814168.0575
77,-12420104.3281,5814109.2615
78,-12420148.4531,5814123.9956
79,-12420144.7578,5814157.1082
80,-12420126.3437,5814182.8538
81,-12420038.0234,5814245.3255
82,-12420034.3281,5814274.7468
83,-12420045.3516,5814300.4924
84,-12420056.3828,5814300.5236
85,-12420240.3125,5814260.1685
86,-12420255,5814304.3239
87,-12420221.875,5814352.1238
88,-12420126.2109,5814388.8499
89,-12420104.125,5814414.5799
90,-12420096.75,5814447.677
91,-12420126.125,5814524.945
92,-12420162.8984,5814539.6791
93,-12420251.1797,5814532.3743
94,-12420328.4141,5814550.8152
95,-12420328.3828,5814605.9822
96,-12420269.5,5814631.6967
97,-12420170.1875,5814642.6771
98,-12420063.4922,5814649.9663
99,-12420052.4453,5814675.6963
100,-12420052.3828,5814760.3158
101,-12420004.5391,5814789.7216
102,-12419997.1641,5814826.5099
103,-12420011.8828,5814837.5527
104,-12420070.7344,5814830.2479
105,-12420251,5814815.6385
106,-12420287.7812,5814830.3881
107,-12420295.125,5814856.1337
108,-12420254.625,5814907.6094
109,-12420100.0781,5814951.6402
110,-12420026.4922,5814984.7061
111,-12420015.4453,5815010.4518
112,-12420070.3984,5815319.5084
113,-12420132.9609,5815293.7939
114,-12420173.4375,5815282.7823
115,-12420188.1328,5815315.895
116,-12420177.0547,5815371.0776
117,-12420206.4453,5815437.334
118,-12420184.3672,5815452.0213
119,-12420029.8672,5815418.8152
120,-12419996.7656,5815426.1511
121,-12419956.2422,5815503.3724
122,-12419952.4844,5815602.6949
123,-12420003.9766,5815632.1785
124,-12420221.0469,5815613.9245
125,-12420243.1172,5815632.3343
126,-12420254.1094,5815694.8839
127,-12420224.6562,5815727.9654
128,-12420073.8203,5815724.1962
129,-12420062.7734,5815746.2662
130,-12420110.5625,5815801.4799
131,-12420099.4922,5815856.6625
132,-12420036.9297,5815889.7284
133,-12420036.9062,5815922.8411
134,-12420088.3906,5815955.9693
135,-12420150.8984,5816011.1987
136,-12420242.7422,5816213.6128
137,-12420312.625,5816250.4635
138,-12420316.2734,5816283.5761
139,-12420338.2969,5816364.5356
140,-12420294.1406,5816379.2229
141,-12420224.2656,5816323.9936
142,-12420205.8672,5816335.0052
143,-12420047.4844,5816603.5045
144,-12420054.8125,5816629.2657
145,-12420205.5625,5816791.2625
146,-12420323.2656,5816864.9484
147,-12420367.375,5816912.7951
148,-12420363.6797,5816942.2321
149,-12420264.3125,5816975.2825
150,-12420245.8828,5817023.0825
151,-12420260.5312,5817148.213
152,-12420245.7656,5817225.4812
153,-12420264.0391,5817424.1886
154,-12420245.6172,5817453.6411
155,-12420197.7656,5817486.7071
156,-12420164.5859,5817545.5499
157,-12420157.1719,5817633.8609
158,-12420098.2422,5817718.4494
159,-12420109.25,5817769.9875
160,-12420208.5703,5817828.9393
161,-12420230.6328,5817858.3763
162,-12420215.8906,5817880.4618
163,-12420182.7422,5817931.9688
164,-12420020.875,5817861.943
165,-12419987.75,5817869.2633
166,-12419973.0078,5817906.0673
167,-12419976.6172,5818009.0968
168,-12419943.4688,5818031.1668
169,-12419899.3437,5818016.4015
170,-12419880.9297,5818031.12
171,-12419847.7734,5818093.6698
172,-12419866.125,5818163.6021
173,-12419873.4453,5818229.8431
174,-12419851.3437,5818248.2218
175,-12419781.4062,5818255.5265
176,-12419744.6016,5818266.5381
177,-12419711.3906,5818384.2861
178,-12419634,5818527.7642
179,-12419622.9297,5818582.9625
180,-12419648.6641,5818623.4579
181,-12419736.9687,5818667.6913
182,-12419751.6641,5818697.1438
183,-12419755.3125,5818741.2994
184,-12419733.2109,5818763.3693
185,-12419689.0547,5818767.0295
186,-12419578.6719,5818730.1476
187,-12419530.8281,5818733.7766
188,-12419482.9375,5818785.2835
189,-12419475.5078,5818877.2703
190,-12419515.8438,5819068.6888
191,-12419530.4062,5819282.1772
192,-12419600.2266,5819440.4674
193,-12419581.7422,5819569.2739
194,-12419607.3437,5819779.1022
195,-12419695.5781,5819926.3964
196,-12419691.8672,5819974.2277
197,-12419643.9922,5820014.7075
198,-12419636.5391,5820136.1626
199,-12419662.2266,5820253.9574
200,-12419728.4375,5820312.8938
201,-12419735.7734,5820357.0805
202,-12419721.0312,5820379.1505
203,-12419643.7109,5820412.2166
204,-12419617.9219,5820437.9779
205,-12419621.5156,5820563.1399
206,-12419621.3984,5820706.7117
207,-12419580.8359,5820809.7413
208,-12419588.1563,5820879.6894
209,-12419606.5469,5820901.7905
210,-12419709.5859,5820942.3483
211,-12419801.5859,5820997.6401
212,-12419823.6484,5821034.4598
213,-12419783.125,5821060.1899
214,-12419746.3203,5821063.8501
215,-12419536.5078,5821019.5388
216,-12419484.9453,5821056.3117
217,-12419344.9219,5821247.6526
218,-12419105.4063,5821549.3436
219,-12419101.7109,5821575.1049
220,-12419112.7344,5821597.2061
221,-12419160.5859,5821611.9558
222,-12419145.8125,5821670.8455
223,-12419101.6016,5821715.0011
224,-12419002.1484,5821792.2384
225,-12418976.2734,5821910.0334
226,-12418968.7813,5822075.7065
227,-12418990.8359,5822127.2603
228,-12419023.9531,5822149.3771
229,-12419160.1797,5822127.3849
230,-12419222.8359,5822039.0737
231,-12419285.4375,5822013.3591
232,-12419381.2578,5821899.2865
233,-12419421.7734,5821862.5135
234,-12419572.7344,5821858.9312
235,-12419602.1797,5821884.7237
236,-12419583.7266,5821925.2192
237,-12419546.8828,5821954.6251
238,-12419495.3359,5821965.6523
239,-12419406.9453,5821998.7184
240,-12419366.4141,5822042.8585
241,-12419344.2578,5822134.8922
242,-12419296.3516,5822204.8091
243,-12419211.6328,5822241.5665
244,-12419104.8516,5822267.2344
245,-12419064.3516,5822292.9958
246,-12419093.75,5822337.1826
247,-12419097.3906,5822377.7092
248,-12419064.2266,5822403.4394
249,-12419005.3359,5822407.084
250,-12418997.9453,5822432.8609
251,-12419056.7031,5822620.682
252,-12419038.2187,5822720.0672
253,-12419104.3125,5822955.7664
254,-12419188.9688,5822996.3554
255,-12419200.0078,5823022.1167
256,-12419181.5469,5823077.3463
257,-12419096.7969,5823161.9663
258,-12419093.0703,5823224.563
259,-12419048.8437,5823272.3944
260,-12419026.6484,5823408.615
261,-12419063.4141,5823474.9186
262,-12419059.6641,5823578.0263
263,-12419089.0703,5823636.9784
264,-12419129.5625,5823666.4779
265,-12419184.7812,5823688.6102
266,-12419217.8906,5823718.094
267,-12419210.5,5823751.2069
268,-12419133.125,5823802.7141
269,-12419129.4141,5823832.1512
270,-12419195.6016,5823979.5081
271,-12419213.9453,5824067.8973
272,-12419232.2891,5824134.2165
273,-12419250.7031,5824141.5836
274,-12419339.0937,5824130.6031
275,-12419468.0078,5824108.5953
276,-12419549,5824141.8017
277,-12419552.6641,5824167.5786
278,-12419534.2344,5824189.6642
279,-12419434.7891,5824219.0391
280,-12419375.8281,5824255.8588
281,-12419364.7422,5824288.9873
282,-12419401.5391,5824347.9238
283,-12419585.5547,5824528.5183
284,-12419596.5703,5824583.748
285,-12419640.6641,5824694.2696
286,-12419754.7422,5824826.9236
287,-12419751.0391,5824860.0677
288,-12419670,5824860.0209
289,-12419640.5313,5824874.7395
290,-12419644.1797,5824911.5593
291,-12419699.4062,5824948.4258
292,-12419765.6484,5825007.3935
293,-12419776.6641,5825073.6816
294,-12419820.7891,5825165.809
295,-12419846.5703,5825169.5159
296,-12419883.4453,5825140.0632
297,-12420025.0625,5825136.6989
298,-12420034.4219,5825136.4809
299,-12420049.1484,5825151.215
300,-12420052.8047,5825202.8001
301,-12420027,5825232.2217
302,-12419993.8516,5825243.2645
303,-12419927.5703,5825239.5265
304,-12419868.625,5825243.1866
305,-12419846.4922,5825280.0064
306,-12419761.7344,5825357.2751
307,-12419746.9609,5825419.8718
308,-12419765.3516,5825460.3985
309,-12419816.8984,5825493.5893
310,-12419894.25,5825471.5504
311,-12419971.5625,5825497.3897
312,-12419982.5937,5825530.5181
313,-12419971.5234,5825556.3107
314,-12419886.8047,5825589.408
315,-12419849.9531,5825615.1694
316,-12419835.1953,5825659.3563
317,-12419853.5469,5825755.1283
318,-12419853.5,5825832.4748
319,-12419916.0391,5825928.278
320,-12419868.125,5825968.758
321,-12419871.7812,5825994.535
322,-12419908.6094,5826016.6674
323,-12419923.3203,5826035.0773
324,-12419919.6172,5826068.2369
325,-12419915.9062,5826108.7481
326,-12419960.0703,5826175.0985
327,-12420004.1875,5826307.7215
328,-12420037.3125,5826329.8539
329,-12420085.2188,5826318.8266
330,-12420151.5234,5826307.815
331,-12420173.6094,5826333.6231
332,-12420155.1719,5826374.1343
333,-12420133.0469,5826399.8957
334,-12420092.5078,5826425.6415
335,-12419996.7266,5826436.6376
336,-12419945.1641,5826425.5481
337,-12419742.6641,5826292.8316
338,-12419709.5156,5826296.4762
339,-12419687.4062,5826314.8861
340,-12419680.0156,5826340.6631
341,-12419702.0391,5826443.7867
342,-12419742.5156,5826495.3874
343,-12419882.4375,5826554.4331
344,-12419897.1563,5826580.2412
345,-12419893.4609,5826602.3269
346,-12419867.6563,5826620.7212
347,-12419771.8594,5826650.1428
348,-12419709.2031,5826705.3414
349,-12419683.3672,5826790.0551
350,-12419672.1328,5827011.052
351,-12419712.5859,5827103.1951
352,-12419679.3906,5827169.4677
353,-12419675.6094,5827287.3566
354,-12419723.3828,5827431.0537
355,-12419767.5625,5827478.9787
356,-12419826.5,5827493.744
357,-12419973.875,5827464.3847
358,-12420062.2734,5827471.7985
359,-12420084.3359,5827508.6651
360,-12420080.6328,5827549.1763
361,-12420051.1406,5827571.2776
362,-12419911.1484,5827589.5941
363,-12419870.6016,5827619.0312
364,-12419822.6406,5827711.1121
365,-12419822.5547,5827777.4314
366,-12419863,5827891.6602
367,-12419966.0469,5828028.0526
368,-12419947.5234,5828138.5745
369,-12419954.875,5828171.7186
370,-12420024.7812,5828293.3613
371,-12420172.0234,5828455.5463
372,-12420282.5234,5828521.9125
373,-12420356.1953,5828525.6505
374,-12420407.8047,5828496.2133
375,-12420444.6797,5828429.9406
376,-12420470.5625,5828308.3603
377,-12420489.0469,5828216.2638
378,-12420522.2187,5828208.9123
379,-12420599.5391,5828275.2784
380,-12420669.5234,5828297.4264
381,-12420687.9297,5828319.5433
382,-12420669.4687,5828371.1129
383,-12420573.6641,5828389.4761
384,-12420562.6016,5828411.5774
385,-12420573.6328,5828437.3856
386,-12420658.3438,5828463.2094
387,-12420665.7031,5828481.6504
388,-12420650.9453,5828525.853
389,-12420625.1406,5828536.8803
390,-12420573.5391,5828573.6846
391,-12420536.6094,5828695.2806
